ID,ORIGINAL,TRANSLATE,CRASH,LIMITED
4164,OBJECT_HOBBE_CAVE_BODYBAG_02,Завёрнутый в мешок труп 2,Ландшафт (не поднять),0
4185,OBJECT_HKC_GATE_01,Врата в Крючий берег,Ландшафт (не поднять),0
4186,OBJECT_HKC_SUMMONING_CIRCLE_01,Алтарь из Крючьего берега,Ландшафт (не поднять),0
4187,OBJECT_HKC_PIER_01,Пристань Крючьего берега,Ландшафт (не поднять),0
4188,OBJECT_HKC_PIER_END_01,Забор с Крючьего берега 1,Ландшафт (не поднять),0
4189,OBJECT_HKC_PIER_STEPS_END_01,Забор с Крючьего берега 2,Ландшафт (не поднять),0
4190,OBJECT_SEPTIMAL_KEY_01,"Ключ, который забирает Джек из тени",Ландшафт (не поднять),0
4191,OBJECT_HKC_LIGHTHOUSE_LEVER,Рычаг (подсвечивается синим),Ландшафт (не поднять),0
4192,OBJECT_HKC_TELEPORTER_OFF_01,Телепорт на крючий берег 1,Ландшафт (не поднять),0
4193,OBJECT_HKC_TELEPORTER_ON_01,Телепорт на Крючий берег 2,Ландшафт (не поднять),0
4194,OBJECT_HOOKCOAST_LIGHTHOUSE_LIGHTDRUM,Колонна,Ландшафт (не поднять),0
4195,OBJECT_HOOKCOAST_DOOR_HOUSE_01,Серая дверь (можно сломать),Ландшафт (не поднять),0
4196,OBJECT_HOOKCOAST_DOOR_PUB_01,Часть ворот (подсвечивается синим),Ландшафт (не поднять),0
4197,OBJECT_HOOKCOAST_DOOR_PUB_02,Часть ворот,Ландшафт (не поднять),0
4198,OBJECT_HKC_TOWN_BELL_01,Колокольня с Крючьего берега,Ландшафт (не поднять),0
4199,OBJECT_HKC_FOUNTAIN_KRAKEN_01,Фонтан с Крючьего берега,Ландшафт (не поднять),0
4200,OBJECT_HKC_GALLEON_01,Огромный корабль,Ландшафт (не поднять),0
4201,OBJECT_HKC_BOAT_01,Заснеженная лодка 1,Ландшафт (не поднять),0
4202,OBJECT_HKC_BOAT_02,Заснеженная лодка 2,Ландшафт (не поднять),0
4203,OBJECT_HKC_BOATWRECK_01,Заснеженная лодка 3,Ландшафт (не поднять),0
4204,OBJECT_HKC_BOATWRECK_02,Заснеженная лодка 4,Ландшафт (не поднять),0
4205,OBJECT_HKC_BOATWRECK_03,Заснеженная лодка 5,Ландшафт (не поднять),0
4206,OBJECT_HKC_CRATE_01,Заснеженный ящик 1,Ландшафт (не поднять),0
4207,OBJECT_HKC_CRATE_LARGE_01,Заснеженный ящик 2,Ландшафт (не поднять),0
4208,OBJECT_HKC_CRATE_LARGE_OPEN_01,Заснеженный ящик 3,Ландшафт (не поднять),0
4209,OBJECT_HKC_CRATE_LARGE_SMASHED_01,Заснеженный сломанный ящик 1,Ландшафт (не поднять),0
4210,OBJECT_HKC_CRATE_SMALL_OPEN_01,Заснеженный ящик 3,Ландшафт (не поднять),0
4211,OBJECT_HKC_CRATE_SMALL_SMASHED_01,Заснеженный сломанный ящик 2,Ландшафт (не поднять),0
4212,OBJECT_HKC_ROPE_01,Заснеженная верёвка,Ландшафт (не поднять),0
4213,OBJECT_HKC_SHARKPOST_01,Большая рыба на верёвке,Ландшафт (не поднять),0
4214,OBJECT_HKC_ANCHOR_01,Якорь,Ландшафт (не поднять),0
4215,OBJECT_HKC_CHAINS_01,Цепь,Ландшафт (не поднять),0
4216,OBJECT_HKC_STORE_COUNTER_01_TO_06,Часть барной стойки,Ландшафт (не поднять),0
4217,OBJECT_HKC_STORE_COUNTER_GENERIC_07,Полка 1,Ландшафт (не поднять),0
4218,OBJECT_HKC_STORE_COUNTER_GENERIC_08,Полка 2,Ландшафт (не поднять),0
4219,OBJECT_HKC_STORE_COUNTER_GENERIC_09_TO_10,Полка 3,Ландшафт (не поднять),0
4220,OBJECT_HKC_BAR_01,Барная стойка,Ландшафт (не поднять),0
4221,OBJECT_HKC_BED_01,Кровать фиолетовая (используемая),Ландшафт (не поднять),0
4222,OBJECT_HKC_BED_02,Кровать синяя (используемая) 1,Ландшафт (не поднять),0
4223,OBJECT_HKC_BED_03,Кровать синяя (используемая) 2,Ландшафт (не поднять),0
4224,OBJECT_HKC_CHAIR_01,Стул синий,Ландшафт (не поднять),0
4225,OBJECT_HKC_CUPBOARD_MEDIUM_01,Комод (используемый),Ландшафт (не поднять),0
4226,OBJECT_HKC_CUPBOARD_TALL_01,Шкаф (используемый) 1,Ландшафт (не поднять),0
4227,OBJECT_HKC_CUPBOARD_TALL_02,Шкаф (используемый) 2,Ландшафт (не поднять),0
4228,OBJECT_HKC_PICTURE_01,Картина 1,Ландшафт (не поднять),0
4229,OBJECT_HKC_PICTURE_02,Картина 2,Ландшафт (не поднять),0
4230,OBJECT_HKC_PICTURE_03,Картина 3,Ландшафт (не поднять),0
4231,OBJECT_HKC_PICTURE_04,Картина 4,Ландшафт (не поднять),0
4232,OBJECT_HKC_PICTURE_05,Картина 5,Ландшафт (не поднять),0
4233,OBJECT_HKC_PICTURE_06,Картина 6,Ландшафт (не поднять),0
4234,OBJECT_HKC_STOOL_01,Горшок,Ландшафт (не поднять),0
4235,OBJECT_HKC_TABLE_RECTANGULAR_01,Прямоугольный стол,Ландшафт (не поднять),0
4236,OBJECT_HKC_TABLE_ROUND_01,Круглый стол,Ландшафт (не поднять),0
4237,OBJECT_HKC_TABLE_ROUND_STOOLS_01,Барный стол,Ландшафт (не поднять),0
4238,OBJECT_HKC_TABLE_SQUARE_01,Квадратный стол,Ландшафт (не поднять),0
4239,OBJECT_HKC_CHEST_01,Синий комод 1,Ландшафт (не поднять),0
4240,OBJECT_HKC_CHEST_02,Синий комод 2,Ландшафт (не поднять),0
4241,OBJECT_HKC_SEAWALL_CURVED_01,Стена 1,Ландшафт (не поднять),0
4242,OBJECT_HKC_SEAWALL_DAMAGED_01,Стена 2,Ландшафт (не поднять),0
4243,OBJECT_HKC_SEAWALL_JOINT_01,Колонна,Ландшафт (не поднять),0
4244,OBJECT_HKC_SEAWALL_CURVED_SMALL_01,Стена 3,Ландшафт (не поднять),0
4245,OBJECT_HKC_SEAWALL_STRAIGHT_01,Стена 4,Ландшафт (не поднять),0
4246,OBJECT_HKC_PINE_SNOWY_01,Заснеженная ёлка,Ландшафт (не поднять),0
4247,OBJECT_DRAGON_QUEST_GATE_01,Арка,Ландшафт (не поднять),0
4248,OBJECT_DRAGON_QUEST_WALL_LONG_01,Стена 1,Ландшафт (не поднять),0
4249,OBJECT_DRAGON_QUEST_WALL_LONG_SMASHED_01,Стена 2,Ландшафт (не поднять),0
4250,OBJECT_DRAGON_QUEST_WALL_SHORT_01,Стена 3,Ландшафт (не поднять),0
4251,OBJECT_DRAGON_QUEST_WALL_SHORT_SMASHED_01,Стена 4,Ландшафт (не поднять),0
4252,OBJECT_DRAGON_QUEST_TOWER_01,Колонна,Ландшафт (не поднять),0
4253,OBJECT_DRAGON_QUEST_RUBBLE_01,Камни 1,Ландшафт (не поднять),0
4254,OBJECT_DRAGON_QUEST_RUBBLE_02,Камни 2,Ландшафт (не поднять),0
4255,OBJECT_DRAGON_QUEST_BRIDGE_01,Мост,Ландшафт (не поднять),0
4256,OBJECT_DRAGON_QUEST_CRATER_01,Тлеющая земля,Ландшафт (не поднять),0
4257,OBJECT_HC_STEPS_01,Заснеженная лестница,Ландшафт (не поднять),0
4258,OBJECT_HC_WALL_SMALL_STRAIGHT_01,Заснеженная изгородь 1,Ландшафт (не поднять),0
4259,OBJECT_HC_WALL_SMALL_BROKEN_01,Заснеженная изгородь 2,Ландшафт (не поднять),0
4260,OBJECT_HC_WALL_SMALL_BROKEN_END_01,Заснеженная изгородь 3,Ландшафт (не поднять),0
4261,OBJECT_HC_WALL_SMALL_STRAIGHT_BIG_01,Заснеженная изгородь 4,Ландшафт (не поднять),0
4262,OBJECT_HC_WALL_SMALL_STRAIGHT_BIG_BROKEN_01,Заснеженная изгородь 5,Ландшафт (не поднять),0
4263,OBJECT_HC_WALL_SMALL_CURVED_01,Заснеженная изгородь 6,Ландшафт (не поднять),0
4264,OBJECT_HC_WALL_SMALL_CURVED_180,Заснеженная изгородь 7,Ландшафт (не поднять),0
4265,OBJECT_HC_WALL_SMALL_CURVED_BIG_01,Заснеженная изгородь 8,Ландшафт (не поднять),0
4266,OBJECT_HC_WALL_SMALL_CURVED_BIG_BROKEN_01,Заснеженная изгородь 9,Ландшафт (не поднять),0
4267,OBJECT_HC_WALL_SMALL_POST_02,Столб от заснеженной изгороди 1,Ландшафт (не поднять),0
4268,OBJECT_HC_WALL_SMALL_POST_03,Столб от заснеженной изгороди 2,Ландшафт (не поднять),0
4269,OBJECT_HKC_LIGHTHOUSE_PANEL_01,Подставка для огненного сердца,Ландшафт (не поднять),0
4270,OBJECT_HKC_LIGHTHOUSE_PEDESTAL_01,Пьедестал,Ландшафт (не поднять),0
4271,OBJECT_BUILDING_WINDOW_LIGHTHOUSE_01,Стёкла маяка (можно разбить),Ландшафт (не поднять),0
4272,OBJECT_BUILDING_WINDOW_LIGHTHOUSE_BROKEN_01,Стёкла маяка (уже разбитые),Ландшафт (не поднять),0
4273,OBJECT_HERO_DOLL_TEMPLATE,Кукла Браер Роуз (без названия),Не попадает в инвентарь,0
4274,OBJECT_APPLE_GREEN_01,Зеленое яблоко,Еда,0
4275,OBJECT_APPLE_RED_01,Яблоко,Еда,0
4276,OBJECT_PIE_APPLE_01,Яблочный пирог,Еда,0
4277,OBJECT_PIE_BLUEBERRY_01,Черничный пирог,Еда,0
4278,OBJECT_PIE_STRAWBERRY_01,Пирог (без названия),Не попадает в инвентарь,0
4279,OBJECT_FISH_CARP_MEDIUM_01,Рыба,Еда,0
4280,OBJECT_FISH_CARP_MEDIUM_02,Рыба,Еда,0
4281,OBJECT_FISH_CARP_MEDIUM_03,Рыба,Еда,0
4282,OBJECT_FISH_CARP_MEDIUM_04,Рыба,Еда,0
4283,OBJECT_CARROT,Морковь,Еда,0
4284,OBJECT_RED_MEAT_01,Баранина,Еда,0
4285,OBJECT_RED_MEAT_02,Мясо (без названия),Не попадает в инвентарь,0
4286,OBJECT_MOONFISH,Лунная рыба,Еда,0
4287,OBJECT_GOLDEN_CARROT,Золотая морковь,Еда,0
4288,OBJECT_TOFU,Тофу,Еда,0
4289,OBJECT_CRUNCHY_CHICK,Хрустящий цыпленок,Еда,0
4290,OBJECT_DYNAMIC_POTION_DUMMY,СБОЙ,СБОЙ (вылетает игра),1
4291,OBJECT_DYNAMIC_RESURRECTION_DUMMY,Ничего не появляется,"Ничего не появляется, сбоя нет",0
4292,OBJECT_HEALTH_POTION,Зелье Здоровья,Зелья,0
4293,OBJECT_MANA_POTION,Зелье Магии,Зелья,0
4294,OBJECT_SUPER_HEALTH_POTION,Элексир Долголетия,Зелья,0
4295,OBJECT_SUPER_MANA_POTION,Элексир Колдовства,Зелья,0
4296,OBJECT_WILL_POTION,Вековечное зелье Магии,Зелья,0
4297,OBJECT_STRENGTH_POTION,Вековечное зелье Силы,Зелья,0
4298,OBJECT_SKILL_POTION,Вековечное зелье Навыков,Зелья,0
4299,OBJECT_ADRENALINE_POTION,Зелье Скорости,Зелья,0
4300,OBJECT_THROWING_ORB_AMNESIA,Амнезия,Оружие (бомбы),0
4301,OBJECT_THROWING_ORB_LIGHTNING,Молния,Оружие (бомбы),0
4302,OBJECT_THROWING_ORB_ENFLAME,Воспламинение,Оружие (бомбы),0
4303,OBJECT_THROWING_ORB_BOMB,Коробка взрывчатки,Оружие (бомбы),0
4304,OBJECT_THROWING_ORB_SLOWTIME,Застывшее Время,Оружие (бомбы),0
4305,OBJECT_GUILD_SEAL_1,Амулет,Прочее,0
4306,OBJECT_HERO_MONEY_BAG,Кошелек,Прочее,0
4307,OBJECT_HAND_LAMP,Лампа,Прочее,0
4308,OBJECT_POCKET_WATCH,Карманные часы,Прочее,0
4309,OBJECT_FISHING_ROD,Удочка,Прочее,0
4310,OBJECT_FISHING_ROD_UPGRADED,Чемпионская удочка,Прочее,0
4311,OBJECT_SPADE,Лопата,Прочее,0
4312,OBJECT_RESURRECTION_PHIAL,Зелье Воскрешения,Зелья,0
4313,OBJECT_SILVER_KEY,Серебряный ключ,Прочее,0
4314,OBJECT_PERFUME,Духи,Подарки,0
4315,OBJECT_ROSE_RED_01,Красная роза,Подарки,0
4316,OBJECT_CHOCOLATE_BOX_UNGIVEABLE,Шоколад (подарок Терезе на день рождения),Прочее,0
4317,OBJECT_CHOCOLATE_BOX_01,Шоколад,Подарки,0
4318,OBJECT_WEDDING_RING,Кольцо,Подарки,0
4319,OBJECT_FAKE_WEDDING_RING,Фальшивое кольцо,Подарки,0
4320,OBJECT_BOOK_RAISE_SEXINESS,Методика порки,Книги,0
4321,OBJECT_BOOK_RAISE_AGREEABILITY,Как заводить друзей,Книги,0
4322,OBJECT_BOOK_RAISE_SCARINESS,Глаза убийцы,Книги,0
4323,OBJECT_BOOK_REDUCE_SEXINESS,Настольная книга урода,Книги,0
4324,OBJECT_BOOK_REDUCE_AGREEABILITY,Книга пускающего ветра,Книги,0
4325,OBJECT_BOOK_REDUCE_SCARINESS,Ты не такой уж злобный урод,Книги,0
4326,OBJECT_HAIRCUT_CARD_01,Нормальная стрижка,"Модные открытки (прически, бороды, усы, татуировки)",0
4327,OBJECT_HAIRCUT_CARD_SHAVED,Каприз,"Модные открытки (прически, бороды, усы, татуировки)",0
4328,OBJECT_HAIRCUT_CARD_SHORT,Короткая стрижка,"Модные открытки (прически, бороды, усы, татуировки)",0
4329,OBJECT_HAIRCUT_CARD_MOP,Под горшок,"Модные открытки (прически, бороды, усы, татуировки)",0
4330,OBJECT_HAIRCUT_CARD_PONYTAIL,Хвост,"Модные открытки (прически, бороды, усы, татуировки)",0
4331,OBJECT_HAIRCUT_CARD_06,Молодежный стиль,"Модные открытки (прически, бороды, усы, татуировки)",0
4332,OBJECT_HAIRCUT_CARD_07,Боевой ирокез,"Модные открытки (прически, бороды, усы, татуировки)",0
4333,OBJECT_HAIRCUT_CARD_08,Косички,"Модные открытки (прически, бороды, усы, татуировки)",0
4334,OBJECT_HAIRCUT_CARD_BALD,Лысый череп,"Модные открытки (прически, бороды, усы, татуировки)",0
4335,OBJECT_BEARD_CARD_01,Нормальная борода,"Модные открытки (прически, бороды, усы, татуировки)",0
4336,OBJECT_BEARD_CARD_02,Стандартная борода,"Модные открытки (прически, бороды, усы, татуировки)",0
4337,OBJECT_BEARD_CARD_03,Обычная борода,"Модные открытки (прически, бороды, усы, татуировки)",0
4338,OBJECT_BEARD_CARD_04,Бакенбарды,"Модные открытки (прически, бороды, усы, татуировки)",0
4339,OBJECT_BEARD_CARD_05,Длинная борода,"Модные открытки (прически, бороды, усы, татуировки)",0
4340,OBJECT_BEARD_CARD_06,Небольшая бородка,"Модные открытки (прически, бороды, усы, татуировки)",0
4341,OBJECT_BEARD_CARD_07,Борода полоской,"Модные открытки (прически, бороды, усы, татуировки)",0
4342,OBJECT_BEARD_CARD_08,Бродяжья борода,"Модные открытки (прически, бороды, усы, татуировки)",0
4343,OBJECT_BEARD_CARD_09,Большая борода,"Модные открытки (прически, бороды, усы, татуировки)",0
4344,OBJECT_BEARD_CARD_CLEAN_SHAVEN,Чисто выбритое лицо,"Модные открытки (прически, бороды, усы, татуировки)",0
4345,OBJECT_TASH_CARD_01,Усы Гегемона,"Модные открытки (прически, бороды, усы, татуировки)",0
4346,OBJECT_TASH_CARD_02,Купеческие усы,"Модные открытки (прически, бороды, усы, татуировки)",0
4347,OBJECT_TASH_CARD_03,Могучие усы,"Модные открытки (прически, бороды, усы, татуировки)",0
4348,OBJECT_TASH_CARD_04,Шерифские усы,"Модные открытки (прически, бороды, усы, татуировки)",0
4349,OBJECT_TASH_CARD_05,Заморские усы,"Модные открытки (прически, бороды, усы, татуировки)",0
4350,OBJECT_TASH_CARD_06,Небольшие усы,"Модные открытки (прически, бороды, усы, татуировки)",0
4351,OBJECT_TATTOO_CARD_REMOVE_ALL_TATTOOS,Сведение татуировок,"Модные открытки (прически, бороды, усы, татуировки)",0
4352,OBJECT_TATTOO_CARD_CHEST_01,Черная воронка,"Модные открытки (прически, бороды, усы, татуировки)",0
4353,OBJECT_TATTOO_CARD_CHEST_02,Череп оборотня,"Модные открытки (прически, бороды, усы, татуировки)",0
4354,OBJECT_TATTOO_CARD_CHEST_03,Крылья карлана,"Модные открытки (прически, бороды, усы, татуировки)",0
4355,OBJECT_TATTOO_CARD_CHEST_04,Грифон,"Модные открытки (прически, бороды, усы, татуировки)",0
4356,OBJECT_TATTOO_CARD_CHEST_CUSTOM_01,Авторская татуировка для груди,"Модные открытки (прически, бороды, усы, татуировки)",0
4357,OBJECT_TATTOO_CARD_BACK_CUSTOM_01,Авторская татуировка для спины,"Модные открытки (прически, бороды, усы, татуировки)",0
4358,OBJECT_TATTOO_CARD_BACK_01,Голова Фириса,"Модные открытки (прически, бороды, усы, татуировки)",0
4359,OBJECT_TATTOO_CARD_BACK_02,Смертевран,"Модные открытки (прически, бороды, усы, татуировки)",0
4360,OBJECT_TATTOO_CARD_BACK_03,Плечи Хариона,"Модные открытки (прически, бороды, усы, татуировки)",0
4361,OBJECT_TATTOO_CARD_ARMS_CUSTOM_01,Авторская татуировка для рук,"Модные открытки (прически, бороды, усы, татуировки)",0
4362,OBJECT_TATTOO_CARD_ARMS_01,Руки Тал'ин,"Модные открытки (прически, бороды, усы, татуировки)",0
4363,OBJECT_TATTOO_CARD_ARMS_02,Руки Морского Хаоса,"Модные открытки (прически, бороды, усы, татуировки)",0
4364,OBJECT_TATTOO_CARD_ARMS_03,Руки Хариона,"Модные открытки (прически, бороды, усы, татуировки)",0
4365,OBJECT_TATTOO_CARD_LEGS_CUSTOM_01,Авторская татуировка для ног,"Модные открытки (прически, бороды, усы, татуировки)",0
4366,OBJECT_TATTOO_CARD_LEGS_01,Ноги Тал'ин,"Модные открытки (прически, бороды, усы, татуировки)",0
4367,OBJECT_TATTOO_CARD_LEGS_02,Ноги Морского Хаоса,"Модные открытки (прически, бороды, усы, татуировки)",0
4368,OBJECT_TATTOO_CARD_FACE_CUSTOM_01,Авторская татуировка для лица,"Модные открытки (прически, бороды, усы, татуировки)",0
4369,OBJECT_TATTOO_CARD_FACE_01,Спираль безумия,"Модные открытки (прически, бороды, усы, татуировки)",0
4370,OBJECT_TATTOO_CARD_FACE_02,Осенние листья,"Модные открытки (прически, бороды, усы, татуировки)",0
4371,OBJECT_TATTOO_CARD_FACE_03,Сомрун,"Модные открытки (прически, бороды, усы, татуировки)",0
4372,OBJECT_TATTOO_CARD_BS_BACK_01,Огненная обезьяна,"Модные открытки (прически, бороды, усы, татуировки)",0
4373,OBJECT_TATTOO_CARD_BS_BACK_02,Урожай,"Модные открытки (прически, бороды, усы, татуировки)",0
4374,OBJECT_TATTOO_CARD_BS_BACK_03,Золотой урожай,"Модные открытки (прически, бороды, усы, татуировки)",0
4375,OBJECT_TATTOO_CARD_HC_ARMS_01,Наруч,"Модные открытки (прически, бороды, усы, татуировки)",0
4376,OBJECT_TATTOO_CARD_HC_BACK_01,Очи Аво,"Модные открытки (прически, бороды, усы, татуировки)",0
4377,OBJECT_TATTOO_CARD_HC_BACK_02,Очи Скорма,"Модные открытки (прически, бороды, усы, татуировки)",0
4378,OBJECT_TATTOO_CARD_HC_BACK_03,Четверка пик,"Модные открытки (прически, бороды, усы, татуировки)",0
4379,OBJECT_TATTOO_CARD_HC_BACK_04,Ночь Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4380,OBJECT_TATTOO_CARD_HC_BACK_05,Заря Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4381,OBJECT_TATTOO_CARD_HC_BACK_06,Закат Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4382,OBJECT_TATTOO_CARD_HC_FACE_01,Стрела,"Модные открытки (прически, бороды, усы, татуировки)",0
4383,OBJECT_TATTOO_CARD_HC_FACE_02,Маска Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4384,OBJECT_TATTOO_CARD_HC_FACE_03,Утопленник,"Модные открытки (прически, бороды, усы, татуировки)",0
4385,OBJECT_TATTOO_CARD_HC_FACE_04,Личина Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4386,OBJECT_TATTOO_CARD_HC_FACE_05,Двойная стрела,"Модные открытки (прически, бороды, усы, татуировки)",0
4387,OBJECT_TATTOO_CARD_HC_FACE_06,Острый язык,"Модные открытки (прически, бороды, усы, татуировки)",0
4388,OBJECT_TATTOO_CARD_HC_TORSO_01,Рождество Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4389,OBJECT_TATTOO_CARD_HC_TORSO_02,Вершина Руона,"Модные открытки (прически, бороды, усы, татуировки)",0
4390,OBJECT_TATTOO_CARD_HC_TORSO_03,Фаллос,"Модные открытки (прически, бороды, усы, татуировки)",0
4391,OBJECT_TATTOO_CARD_HC_TORSO_04,Криндон,"Модные открытки (прически, бороды, усы, татуировки)",0
4392,OBJECT_TATTOO_CARD_HC_TORSO_05,Лоно,"Модные открытки (прически, бороды, усы, татуировки)",0
4393,OBJECT_TATTOO_CARD_HC_TORSO_06,Волна Корона,"Модные открытки (прически, бороды, усы, татуировки)",0
4394,OBJECT_TATTOO_CARD_HC_TORSO_07,Доблесть,"Модные открытки (прически, бороды, усы, татуировки)",0
4395,OBJECT_TATTOO_CARD_KHG_CHEST_01,Грифонит,"Модные открытки (прически, бороды, усы, татуировки)",0
4396,OBJECT_TATTOO_CARD_KHGWAR_CHEST_01,Спираль Ярости-ll,"Модные открытки (прически, бороды, усы, татуировки)",0
4397,OBJECT_TATTOO_CARD_KHGWAR_CHEST_02,Череп Ярости-ll,"Модные открытки (прически, бороды, усы, татуировки)",0
4398,OBJECT_TATTOO_CARD_KHGWAR_CHEST_03,Пламя Ярости-ll,"Модные открытки (прически, бороды, усы, татуировки)",0
4399,OBJECT_TATTOO_CARD_KHG_BACK_01,Доргон,"Модные открытки (прически, бороды, усы, татуировки)",0
4400,OBJECT_TATTOO_CARD_KHGWAR_BACK_01,Спираль Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4401,OBJECT_TATTOO_CARD_KHGWAR_BACK_02,Череп Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4402,OBJECT_TATTOO_CARD_KHGWAR_BACK_03,Пламя Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4403,OBJECT_TATTOO_CARD_KHG_ARMS_01,Алая вдова,"Модные открытки (прически, бороды, усы, татуировки)",0
4404,OBJECT_TATTOO_CARD_KHGWAR_ARMS_01,Дитя Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4405,OBJECT_TATTOO_CARD_KHG_LEGS_01,Ядовитая паутина,"Модные открытки (прически, бороды, усы, татуировки)",0
4406,OBJECT_TATTOO_CARD_KHGWAR_LEGS_01,Война Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4407,OBJECT_TATTOO_CARD_KHG_FACE_01,Оскал,"Модные открытки (прически, бороды, усы, татуировки)",0
4408,OBJECT_TATTOO_CARD_KHGWAR_FACE_01,Знаки Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4409,OBJECT_TATTOO_CARD_KHGWAR_FACE_02,Скорбь Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4410,OBJECT_TATTOO_CARD_KHGWAR_FACE_03,Завиток Ярости,"Модные открытки (прически, бороды, усы, татуировки)",0
4411,OBJECT_TATTOO_CARD_CHEST_BBB,Синяя коробка-ll,"Модные открытки (прически, бороды, усы, татуировки)",0
4412,OBJECT_TATTOO_CARD_BACK_BBB,Синяя коробка,"Модные открытки (прически, бороды, усы, татуировки)",0
4413,OBJECT_TATTOO_CARD_CHEST_LH,Голова льва,"Модные открытки (прически, бороды, усы, татуировки)",0
4414,OBJECT_TATTOO_CARD_BACK_LH,Голова льва,"Модные открытки (прически, бороды, усы, татуировки)",0
4415,OBJECT_TATTOO_CARD_BACK_BALVERINE,Оборотень,"Модные открытки (прически, бороды, усы, татуировки)",0
4416,OBJECT_TATTOO_CARD_BACK_DRAGON,Дракон,"Модные открытки (прически, бороды, усы, татуировки)",0
4417,OBJECT_TATTOO_CARD_SS_FACE_01,Белогорский пращник,"Модные открытки (прически, бороды, усы, татуировки)",0
4418,OBJECT_TATTOO_CARD_SS_FACE_02,Белогорский полководец,"Модные открытки (прически, бороды, усы, татуировки)",0
4419,OBJECT_TATTOO_CARD_SS_FACE_03,Белогорский мечник,"Модные открытки (прически, бороды, усы, татуировки)",0
4420,OBJECT_TATTOO_CARD_SS_FACE_04,Белогорский копейщик,"Модные открытки (прически, бороды, усы, татуировки)",0
4421,OBJECT_TATTOO_CARD_SS_FACE_05,Белогорский секирщик,"Модные открытки (прически, бороды, усы, татуировки)",0
4422,OBJECT_TATTOO_CARD_SS_FACE_06,Белогорский лучник,"Модные открытки (прически, бороды, усы, татуировки)",0
4423,OBJECT_TATTOO_CARD_SS_FACE_07,Белогорский арбалетчик,"Модные открытки (прически, бороды, усы, татуировки)",0
4424,OBJECT_TATTOO_CARD_SS_FACE_08,Белогорский генерал,"Модные открытки (прически, бороды, усы, татуировки)",0
4425,OBJECT_TATTOO_CARD_SS_FACE_BLACKSMITH,Белогорский кузнец,"Модные открытки (прически, бороды, усы, татуировки)",0
4426,OBJECT_TATTOO_CARD_SS_FACE_GUARD,Белогорский стражник,"Модные открытки (прически, бороды, усы, татуировки)",0
4427,OBJECT_TATTOO_CARD_SS_FACE_INNKEEPER,Белогорский трактирщик,"Модные открытки (прически, бороды, усы, татуировки)",0
4428,OBJECT_CHUNK_BASE,Ничего не появляется,"Ничего не появляется, сбоя нет",0
4429,OBJECT_IRON_CHUNK,Кусок железа,Прочее,0
4430,OBJECT_STEEL_CHUNK,Кусок стали,Прочее,0
4431,OBJECT_YEW_CHUNK,Кусок тиса,Прочее,0
4432,OBJECT_OAK_CHUNK,Кусок дуба,Прочее,0
4433,OBJECT_EBONY_CHUNK,Кусок эбена,Прочее,0
4434,OBJECT_CRYSTAL_CHUNK,Кусок хрусталя,Прочее,0
4435,OBJECT_A_CHUNK,Кусок хрусталя,Прочее,0
4436,OBJECT_B_CHUNK,Кусок хрусталя,Прочее,0
4437,OBJECT_C_CHUNK,Кусок хрусталя,Прочее,0
4438,OBJECT_D_CHUNK,Кусок хрусталя,Прочее,0
4439,OBJECT_GEMSTONE_BASE,СБОЙ,СБОЙ (вылетает игра),1
4440,OBJECT_GEMSTONE_AMETHYST,Аметист,Подарки,0
4441,OBJECT_GEMSTONE_DIAMOND,Алмаз,Подарки,0
4442,OBJECT_GEMSTONE_EMERALD,Изумруд,Подарки,0
4443,OBJECT_GEMSTONE_RUBY,Рубин,Подарки,0
4444,OBJECT_GEMSTONE_SAPPHIRE,Сапфир,Подарки,0
4445,OBJECT_GEMSTONE_JET,Гагат,Подарки,0
4446,OBJECT_GRAIN_SACK,Мешок зерна,Еда,0
4447,OBJECT_FLOUR_SACK,Мешок муки,Еда,0
4448,OBJECT_BEER_KEG,Бочонок с пивом,Еда,0
4449,OBJECT_BEER_TANKARD,Пиво,Еда,0
4450,OBJECT_LIQUOR_CRATE,Ящик сидра,Еда,0
4451,OBJECT_BALVERINE_CLAW,Шкура оборотня (Лапа с когтями),Прочее,0
4452,OBJECT_NYMPH_WINGS,Крылья нимфы,Прочее,0
4453,OBJECT_TROLL_LUMP,Ком тролльего мяса,Прочее,0
4454,OBJECT_BANDIT_EARS,Уши разбойника,Прочее,0
4455,OBJECT_WASP_STING,Осиное жало,Прочее,0
4456,OBJECT_SKELETON_BONES,Когти скелета,Прочее,0
4457,OBJECT_HOBBES_TEETH,Зубы хобба,Прочее,0
4458,OBJECT_DOLL_BRIAR_ROSE_01,Кукла Браэр Роуз,Куклы Героев,0
